explanation_id,explanatoriness,surprisingness,usefulness,interestingness,cleverness,willingness_to_share,satisfaction,insight,prior_knowledge,belief_average,participant_id,appeal,submissionScore,commentScore,similarity,commentLength,average_knowledge
126,2,3,2,2,1,2,2,1,FALSE,62,614662c1c31697525616534f,1.6666666666666667,4463,163,0.5102838,281,0.2727272727272727
126,3,4,3,4,3,3,4,3,FALSE,22,6331b9456956d880a1e4632f,3.3333333333333335,4463,163,0.5102838,281,0.2727272727272727
126,7,4,4,4,5,5,4,4,FALSE,2,5fa4c21a04bc5912180291bc,4.666666666666667,4463,163,0.5102838,281,0.2727272727272727
126,2,4,1,1,2,1,1,1,FALSE,12,55fb250177f33b000ccb212f,1.3333333333333333,4463,163,0.5102838,281,0.2727272727272727
126,6,2,2,5,5,3,5,4,FALSE,25,63209d3d38b5c490f3bccd01,4.333333333333333,4463,163,0.5102838,281,0.2727272727272727
126,5,2,4,4,3,4,4,3,TRUE,60,6175e05636b79082f8d345c5,3.6666666666666665,4463,163,0.5102838,281,0.2727272727272727
126,4,3,5,3,3,5,4,1,TRUE,71,5df89cab69a117620a70f1ee,3.6666666666666665,4463,163,0.5102838,281,0.2727272727272727
127,6,7,6,6,7,6,6,6,FALSE,30,649b2106b81f8dcf5d163ee5,6.333333333333333,1399,2436,0.7156937,663,0.3
127,5,5,5,5,5,6,6,5,FALSE,11,62964d27c2b2866faa677493,5.333333333333333,1399,2436,0.7156937,663,0.3
127,5,2,5,5,4,4,6,5,FALSE,50,63e51c6b462cfa8a42eba8b2,4.333333333333333,1399,2436,0.7156937,663,0.3
127,5,5,5,5,4,5,5,5,FALSE,39,652408b110c19343a504c45a,4.666666666666667,1399,2436,0.7156937,663,0.3
127,6,2,5,5,3,3,5,4,FALSE,37,63b0953847122ffebd8a5991,3.6666666666666665,1399,2436,0.7156937,663,0.3
127,6,5,7,5,5,6,7,6,TRUE,80,6168225aece426c90ad49ff1,5.333333333333333,1399,2436,0.7156937,663,0.3
127,5,1,5,5,5,1,2,1,TRUE,19,643ebf44db98b64228ffb5a1,3.6666666666666665,1399,2436,0.7156937,663,0.3
127,7,1,6,6,6,4,6,5,FALSE,30,5c830a66d6a4d0000164097d,5.333333333333333,1399,2436,0.7156937,663,0.3
127,1,1,1,1,1,1,7,1,TRUE,85,62b601e089d3d1134aed066b,1,1399,2436,0.7156937,663,0.3
127,7,5,7,7,6,7,7,5,FALSE,60,5d23460ad4c57900192b129c,6.666666666666667,1399,2436,0.7156937,663,0.3
128,4,4,4,4,3,4,4,3,FALSE,8,5d32254ab202db00014d5d31,3.6666666666666665,1058,1772,0.7335766,356,0.4444444444444444
128,5,2,4,2,2,3,3,2,FALSE,11,5d88db42c1d06e001a1fdcab,2.3333333333333335,1058,1772,0.7335766,356,0.4444444444444444
128,7,1,7,6,4,5,5,1,TRUE,67,5615777c7ffc8a000a811c61,5,1058,1772,0.7335766,356,0.4444444444444444
128,7,4,7,7,6,7,7,6,FALSE,40,574ce0a57fd0ec000db73aa6,6.666666666666667,1058,1772,0.7335766,356,0.4444444444444444
128,5,2,4,2,1,1,4,2,FALSE,52,5b745d7bea73590001e99b25,1.3333333333333333,1058,1772,0.7335766,356,0.4444444444444444
128,4,1,4,4,6,1,4,1,TRUE,18,643ebf44db98b64228ffb5a1,3.6666666666666665,1058,1772,0.7335766,356,0.4444444444444444
128,7,1,7,4,6,7,7,1,TRUE,52,5db4f0b63e33f2000dd54016,5.666666666666667,1058,1772,0.7335766,356,0.4444444444444444
128,4,1,5,1,1,1,1,1,TRUE,50,650ee2022c307a83ad5ffd5d,1,1058,1772,0.7335766,356,0.4444444444444444
128,7,5,6,7,3,6,7,5,FALSE,40,63f78d9a7a3d118594efff74,5.333333333333333,1058,1772,0.7335766,356,0.4444444444444444
129,7,5,5,7,7,3,7,7,FALSE,23,5934a676e7866d0001618b81,5.666666666666667,3842,4973,0.6215228,548,0.1
129,6,2,7,4,3,4,5,4,FALSE,50,58a1fe40ea3d11000170d9b9,3.6666666666666665,3842,4973,0.6215228,548,0.1
129,7,3,7,5,5,5,7,5,FALSE,40,63b9d3abc3ddc61c8c08fd84,5,3842,4973,0.6215228,548,0.1
129,6,3,6,7,6,7,7,6,FALSE,30,63d7fb6ee49281f6c41d6630,6.666666666666667,3842,4973,0.6215228,548,0.1
129,5,2,4,5,4,1,5,2,FALSE,40,55a29659fdf99b5ff49937d3,3.3333333333333335,3842,4973,0.6215228,548,0.1
129,4,4,2,3,2,2,2,2,FALSE,5,63d401231ce1adad24d6c9f7,2.3333333333333335,3842,4973,0.6215228,548,0.1
129,6,1,6,6,5,5,6,6,TRUE,31,5ccb779b2c4e1f00159333ea,5.333333333333333,3842,4973,0.6215228,548,0.1
129,7,5,7,7,6,7,7,7,FALSE,29,63e51c6b462cfa8a42eba8b2,6.666666666666667,3842,4973,0.6215228,548,0.1
129,6,3,5,5,4,4,4,3,FALSE,40,5e29dc4721a5f20481c70274,4.333333333333333,3842,4973,0.6215228,548,0.1
129,7,1,7,5,4,4,4,5,FALSE,30,60955a048531613c66404fb2,4.333333333333333,3842,4973,0.6215228,548,0.1
13,7,5,6,7,6,6,6,6,FALSE,40,650b03136ab3d4c832d98b71,6.333333333333333,356,45,0.72942996,677,0.5
13,6,2,6,1,4,5,5,2,TRUE,35,5ed543442db0060a955d12e1,3.3333333333333335,356,45,0.72942996,677,0.5
13,7,7,7,7,7,7,7,7,FALSE,50,64345edc0fd9813bdd9ef181,7,356,45,0.72942996,677,0.5
13,6,2,4,4,4,3,1,6,FALSE,30,5c475608cae0ab000188cb6e,3.6666666666666665,356,45,0.72942996,677,0.5
13,7,1,7,3,1,1,7,1,TRUE,85,5dbddfb8a7b7bc306f4f5daa,1.6666666666666667,356,45,0.72942996,677,0.5
13,5,4,4,5,6,5,6,2,FALSE,64,62cc1f77c32651ff9d35a471,5.333333333333333,356,45,0.72942996,677,0.5
13,7,1,7,7,6,7,7,5,TRUE,86,62b601e089d3d1134aed066b,6.666666666666667,356,45,0.72942996,677,0.5
13,5,1,5,3,4,4,4,2,TRUE,51,5d88f010859c9e0001810e88,3.6666666666666665,356,45,0.72942996,677,0.5
13,7,7,7,7,7,6,7,5,TRUE,71,58a1fe40ea3d11000170d9b9,6.666666666666667,356,45,0.72942996,677,0.5
13,6,1,7,5,5,5,5,1,FALSE,20,5a3bdd2c8d005a0001829f3e,5,356,45,0.72942996,677,0.5
130,7,7,4,7,7,1,7,1,FALSE,4,5ef246c6d2b9060809858e7e,5,6246,7487,0.54163533,593,0.1
130,4,6,4,5,4,2,3,2,FALSE,29,651f0d6c26e75447ae818a36,3.6666666666666665,6246,7487,0.54163533,593,0.1
130,7,7,5,7,6,2,7,7,FALSE,20,607cbf385d3202721e3f719f,5,6246,7487,0.54163533,593,0.1
130,5,3,5,4,5,3,5,5,FALSE,26,64136bf30b27746cb96f7db8,4,6246,7487,0.54163533,593,0.1
130,7,7,5,7,6,6,7,7,FALSE,86,652ebe78088d0d6d13575da3,6.333333333333333,6246,7487,0.54163533,593,0.1
130,7,7,7,7,7,7,7,7,FALSE,50,58a1fe40ea3d11000170d9b9,7,6246,7487,0.54163533,593,0.1
130,4,1,4,4,1,1,4,1,TRUE,5,643ebf44db98b64228ffb5a1,2,6246,7487,0.54163533,593,0.1
130,7,4,6,6,6,6,7,6,FALSE,40,5e6e5a9ff830814045057066,6,6246,7487,0.54163533,593,0.1
130,5,4,4,5,4,3,4,3,FALSE,12,5607080ed7def20012b733c3,4,6246,7487,0.54163533,593,0.1
130,7,3,4,7,6,5,6,6,FALSE,9,628bb31571a8935ee2dbd6f9,6,6246,7487,0.54163533,593,0.1
131,5,3,3,3,4,3,4,3,FALSE,36,63d15e1be853005ff591b935,3.3333333333333335,6798,2506,0.65498155,407,0.2
131,6,4,6,5,6,6,4,7,TRUE,93,57ad04adddc11d00015bb1c3,5.666666666666667,6798,2506,0.65498155,407,0.2
131,1,1,2,2,2,1,1,1,FALSE,3,5ccb779b2c4e1f00159333ea,1.6666666666666667,6798,2506,0.65498155,407,0.2
131,2,1,3,2,3,2,2,1,FALSE,10,638d3556e70c7bf15705e35b,2.3333333333333335,6798,2506,0.65498155,407,0.2
131,3,6,2,3,1,2,2,2,FALSE,10,63209d3d38b5c490f3bccd01,2,6798,2506,0.65498155,407,0.2
131,2,2,2,2,2,1,2,1,FALSE,85,5dec8925be656d35d4005320,1.6666666666666667,6798,2506,0.65498155,407,0.2
131,5,7,6,7,7,7,7,7,TRUE,46,5c8fa5789eb5720017f03079,7,6798,2506,0.65498155,407,0.2
131,3,2,2,2,3,2,3,2,FALSE,2,6444b1e677ebe8b4e2c23abd,2.3333333333333335,6798,2506,0.65498155,407,0.2
131,3,3,3,2,3,1,1,1,FALSE,13,5d88f010859c9e0001810e88,2,6798,2506,0.65498155,407,0.2
131,4,1,3,2,2,4,2,2,FALSE,11,5fa4c21a04bc5912180291bc,2.6666666666666665,6798,2506,0.65498155,407,0.2
132,1,2,3,1,3,3,1,4,FALSE,13,5c475608cae0ab000188cb6e,2.3333333333333335,1893,2780,0.6564076,225,0.3
132,7,2,6,4,3,5,6,4,TRUE,50,650b03136ab3d4c832d98b71,4,1893,2780,0.6564076,225,0.3
132,3,1,2,1,1,2,1,1,FALSE,15,6521ab1c4a2ffd6c21a3b662,1.3333333333333333,1893,2780,0.6564076,225,0.3
132,5,3,4,6,4,5,5,4,FALSE,29,63d53aba8df6735aa2f61e80,5,1893,2780,0.6564076,225,0.3
132,7,1,7,5,2,6,7,6,FALSE,43,603862f99e00971c55fe0874,4.333333333333333,1893,2780,0.6564076,225,0.3
132,5,2,4,4,4,2,5,3,TRUE,73,5e9f3f09ccc75a0c345e4845,3.3333333333333335,1893,2780,0.6564076,225,0.3
132,4,2,3,3,3,4,3,2,FALSE,30,62e9af0ad2d5938d280419ad,3.3333333333333335,1893,2780,0.6564076,225,0.3
132,7,6,5,6,6,3,6,5,FALSE,29,632e9aa62793c18a857aece4,5,1893,2780,0.6564076,225,0.3
132,5,3,3,4,3,5,3,4,TRUE,50,611bf5c145247a98f2eb23e1,4,1893,2780,0.6564076,225,0.3
132,1,1,1,1,1,2,1,1,FALSE,28,55b2d3f2fdf99b525bc839aa,1.3333333333333333,1893,2780,0.6564076,225,0.3
133,7,1,3,3,3,2,4,1,TRUE,81,55fb250177f33b000ccb212f,2.6666666666666665,636,1122,0.73261845,427,0.6
133,7,1,7,5,5,5,6,1,TRUE,80,6400d8fbeba2f9f8eb604b9a,5,636,1122,0.73261845,427,0.6
133,6,3,6,5,4,4,4,4,TRUE,39,60fdd59c0bf3c63079c26391,4.333333333333333,636,1122,0.73261845,427,0.6
133,7,7,6,6,6,6,7,5,FALSE,56,62694f79608ed29b7af936b1,6,636,1122,0.73261845,427,0.6
133,7,1,5,1,1,1,4,1,TRUE,70,55acf681fdf99b3d5b2ab68c,1,636,1122,0.73261845,427,0.6
133,6,6,7,6,6,5,6,6,FALSE,27,615dbec57d764bf5ab0a56e5,5.666666666666667,636,1122,0.73261845,427,0.6
133,7,1,7,5,5,7,7,2,TRUE,79,58a43e029a17120001d910d5,5.666666666666667,636,1122,0.73261845,427,0.6
133,7,4,7,5,7,5,7,5,FALSE,5,5a3bdd2c8d005a0001829f3e,5.666666666666667,636,1122,0.73261845,427,0.6
133,7,7,7,7,7,7,7,4,TRUE,70,616d9ef881036dfbfd63d2f4,7,636,1122,0.73261845,427,0.6
133,5,4,3,4,4,2,3,2,FALSE,20,62897d2024f826ea90b7efa1,3.3333333333333335,636,1122,0.73261845,427,0.6
134,4,2,6,4,3,3,4,3,FALSE,50,63d5daa80d80a745de740c13,3.3333333333333335,1263,1052,0.6433464,912,0.6
134,7,1,7,7,7,7,7,4,TRUE,49,63921f485b7f7955d18ce694,7,1263,1052,0.6433464,912,0.6
134,5,1,4,2,1,1,4,1,TRUE,40,643ebf44db98b64228ffb5a1,1.3333333333333333,1263,1052,0.6433464,912,0.6
134,6,3,4,5,4,3,4,4,FALSE,35,63d15e1be853005ff591b935,4,1263,1052,0.6433464,912,0.6
134,6,1,7,4,2,7,5,1,TRUE,80,60955a048531613c66404fb2,4.333333333333333,1263,1052,0.6433464,912,0.6
134,4,3,5,5,4,4,5,4,FALSE,31,59894fbbda239a0001fb8e16,4.333333333333333,1263,1052,0.6433464,912,0.6
134,6,2,5,5,3,4,4,1,TRUE,65,5cbb45b34ab38b001577ab0b,4,1263,1052,0.6433464,912,0.6
134,6,6,7,6,5,4,6,5,FALSE,50,63ebb22fae90027a0e121582,5,1263,1052,0.6433464,912,0.6
134,6,3,5,3,5,4,5,5,TRUE,84,62b5dbad8247bb91a8ba272a,4,1263,1052,0.6433464,912,0.6
134,4,2,4,3,3,2,4,2,TRUE,80,5dec8925be656d35d4005320,2.6666666666666665,1263,1052,0.6433464,912,0.6
135,7,7,7,7,7,6,7,7,FALSE,66,63d7a6a997f03198526a1941,6.666666666666667,780,816,0.33322117,830,0.45454545454545453
135,6,2,5,4,5,3,5,2,TRUE,75,641a43f78351cc4fefe31190,4,780,816,0.33322117,830,0.45454545454545453
135,6,6,5,7,6,6,6,5,FALSE,18,651ab8cd3ecbad9f2062ab57,6.333333333333333,780,816,0.33322117,830,0.45454545454545453
135,7,4,7,6,5,6,6,6,FALSE,2,5ed559e5afbd830e2117ed55,5.666666666666667,780,816,0.33322117,830,0.45454545454545453
135,6,1,5,4,4,4,4,4,TRUE,75,5d88f010859c9e0001810e88,4,780,816,0.33322117,830,0.45454545454545453
135,7,1,7,7,7,7,7,2,TRUE,50,63921f485b7f7955d18ce694,7,780,816,0.33322117,830,0.45454545454545453
135,6,1,6,5,1,1,6,4,TRUE,50,5f489766dbc4a2364c0f4f93,2.3333333333333335,780,816,0.33322117,830,0.45454545454545453
135,5,3,2,3,4,3,3,1,TRUE,45,652d5fbe9b9bfde1040a8c4d,3.3333333333333335,780,816,0.33322117,830,0.45454545454545453
135,5,1,2,3,3,1,4,1,FALSE,47,5e06ecd524f9390991997bb7,2.3333333333333335,780,816,0.33322117,830,0.45454545454545453
135,7,3,7,7,6,5,7,6,FALSE,36,628678ca852c5ee97a800552,6,780,816,0.33322117,830,0.45454545454545453
135,4,2,3,3,4,2,3,2,FALSE,40,638d3556e70c7bf15705e35b,3,780,816,0.33322117,830,0.45454545454545453
136,6,6,7,6,6,6,6,5,FALSE,30,63f8d1f60a74a7e7fb4febd6,6,1389,1520,0.4625027,221,0.4
136,7,2,6,4,6,4,5,5,FALSE,35,60171c9b1a726593103182b3,4.666666666666667,1389,1520,0.4625027,221,0.4
136,6,3,4,4,4,2,4,2,TRUE,70,62897d2024f826ea90b7efa1,3.3333333333333335,1389,1520,0.4625027,221,0.4
136,3,3,3,2,2,2,2,3,FALSE,24,6294caceabe2535ecd0eaba7,2,1389,1520,0.4625027,221,0.4
136,6,1,2,2,4,3,4,1,TRUE,40,55fb250177f33b000ccb212f,3,1389,1520,0.4625027,221,0.4
136,4,4,7,5,3,4,5,6,FALSE,59,55b2d3f2fdf99b525bc839aa,4,1389,1520,0.4625027,221,0.4
136,1,1,1,1,1,1,1,1,TRUE,21,63d1b0363f9bd5a6062dfb1c,1,1389,1520,0.4625027,221,0.4
136,4,1,6,6,4,4,4,1,FALSE,49,5dd9f0e719eecb97dfab7b48,4.666666666666667,1389,1520,0.4625027,221,0.4
136,6,1,6,1,1,5,6,1,TRUE,67,5615777c7ffc8a000a811c61,2.3333333333333335,1389,1520,0.4625027,221,0.4
136,7,5,7,7,7,7,7,5,FALSE,5,63ea4609086ed7a4f9ee55a5,7,1389,1520,0.4625027,221,0.4
137,7,6,7,6,6,7,7,7,FALSE,21,5db4f0b63e33f2000dd54016,6.333333333333333,639,351,0.65820384,787,0.1
137,5,4,5,5,4,4,4,2,FALSE,46,5e29dc4721a5f20481c70274,4.333333333333333,639,351,0.65820384,787,0.1
137,5,4,5,4,4,3,5,4,FALSE,13,614f9a284f135b4da3329968,3.6666666666666665,639,351,0.65820384,787,0.1
137,7,3,4,5,4,7,6,2,TRUE,70,62e9af0ad2d5938d280419ad,5.333333333333333,639,351,0.65820384,787,0.1
137,7,6,3,7,5,7,7,5,FALSE,20,6175e05636b79082f8d345c5,6.333333333333333,639,351,0.65820384,787,0.1
137,6,4,5,5,5,4,5,4,FALSE,36,651f0d6c26e75447ae818a36,4.666666666666667,639,351,0.65820384,787,0.1
137,7,1,6,7,6,4,7,4,FALSE,29,5dd9f0e719eecb97dfab7b48,5.666666666666667,639,351,0.65820384,787,0.1
137,7,7,7,7,7,7,7,7,FALSE,16,59c41e340c5fc800011940f3,7,639,351,0.65820384,787,0.1
137,6,1,4,5,3,2,6,5,FALSE,36,5e06ecd524f9390991997bb7,3.3333333333333335,639,351,0.65820384,787,0.1
137,6,1,2,1,4,2,5,1,FALSE,55,63f78d9a7a3d118594efff74,2.3333333333333335,639,351,0.65820384,787,0.1
138,7,4,7,7,5,7,7,7,FALSE,30,574ce0a57fd0ec000db73aa6,6.333333333333333,14769,15858,0.54672545,250,0.6
138,4,1,4,2,1,1,2,1,TRUE,66,5615777c7ffc8a000a811c61,1.3333333333333333,14769,15858,0.54672545,250,0.6
138,7,7,7,7,7,7,7,7,TRUE,34,615c65e4fa1c6b2e5a7d0971,7,14769,15858,0.54672545,250,0.6
138,6,2,5,5,4,6,6,3,TRUE,83,62734ce38db73cd5bd81a36f,5,14769,15858,0.54672545,250,0.6
138,6,5,5,6,5,4,5,4,FALSE,41,63acbbe336a9ca92853dca4a,5,14769,15858,0.54672545,250,0.6
138,6,3,7,4,4,5,5,5,TRUE,71,650b03136ab3d4c832d98b71,4.333333333333333,14769,15858,0.54672545,250,0.6
138,7,1,7,6,6,7,7,3,TRUE,59,6400d8fbeba2f9f8eb604b9a,6.333333333333333,14769,15858,0.54672545,250,0.6
138,7,5,7,7,6,6,6,6,TRUE,65,607cbf385d3202721e3f719f,6.333333333333333,14769,15858,0.54672545,250,0.6
138,5,4,6,5,6,5,4,5,FALSE,36,5ed543442db0060a955d12e1,5.333333333333333,14769,15858,0.54672545,250,0.6
138,4,4,5,7,3,2,7,6,FALSE,29,5c475608cae0ab000188cb6e,4,14769,15858,0.54672545,250,0.6
139,4,4,7,1,7,1,4,1,FALSE,21,64345edc0fd9813bdd9ef181,3,2324,1431,0.40455487,433,0.1
139,5,5,5,6,5,6,6,6,FALSE,71,62d76c12d098bf4decd10802,5.666666666666667,2324,1431,0.40455487,433,0.1
139,2,5,2,2,2,2,1,1,FALSE,18,651f0d6c26e75447ae818a36,2,2324,1431,0.40455487,433,0.1
139,6,4,4,6,3,5,5,5,FALSE,5,60fb383e30537b88f361934e,4.666666666666667,2324,1431,0.40455487,433,0.1
139,5,4,1,1,3,1,2,1,FALSE,1,629e241d171ec6698e05f149,1.6666666666666667,2324,1431,0.40455487,433,0.1
139,5,4,5,4,4,3,4,4,FALSE,10,5e6e5a9ff830814045057066,3.6666666666666665,2324,1431,0.40455487,433,0.1
139,7,2,6,7,3,7,7,6,TRUE,34,603862f99e00971c55fe0874,5.666666666666667,2324,1431,0.40455487,433,0.1
139,4,5,3,6,4,2,4,5,FALSE,9,652ebe78088d0d6d13575da3,4,2324,1431,0.40455487,433,0.1
139,4,4,3,2,3,2,2,2,FALSE,5,64136bf30b27746cb96f7db8,2.3333333333333335,2324,1431,0.40455487,433,0.1
139,6,2,6,4,5,7,7,6,FALSE,20,5db4f0b63e33f2000dd54016,5.333333333333333,2324,1431,0.40455487,433,0.1
14,7,2,6,7,7,7,7,6,TRUE,75,6168225aece426c90ad49ff1,7,314,434,0.70260847,748,0.6363636363636364
14,7,1,7,7,7,5,7,6,FALSE,56,56c113f6eb5b22000d5baa6f,6.333333333333333,314,434,0.70260847,748,0.6363636363636364
14,3,3,2,2,3,1,2,3,FALSE,11,5fc2c97b862e3e4297a36895,2,314,434,0.70260847,748,0.6363636363636364
14,7,7,7,7,7,7,7,6,FALSE,47,63d7a6a997f03198526a1941,7,314,434,0.70260847,748,0.6363636363636364
14,6,2,6,5,6,5,6,2,TRUE,55,60870dd7e185006f4bc26266,5.333333333333333,314,434,0.70260847,748,0.6363636363636364
14,7,2,6,6,5,6,7,5,FALSE,60,62e9af0ad2d5938d280419ad,5.666666666666667,314,434,0.70260847,748,0.6363636363636364
14,7,1,7,6,5,5,7,1,TRUE,65,628678ca852c5ee97a800552,5.333333333333333,314,434,0.70260847,748,0.6363636363636364
14,7,1,7,7,6,7,7,5,TRUE,80,5cbb45b34ab38b001577ab0b,6.666666666666667,314,434,0.70260847,748,0.6363636363636364
14,6,3,6,6,6,5,6,3,TRUE,60,55e5d5fdc70c7a000b2a5bac,5.666666666666667,314,434,0.70260847,748,0.6363636363636364
14,3,1,3,3,3,1,4,1,TRUE,75,5f2a12f5837dd81e5881b7cc,2.3333333333333335,314,434,0.70260847,748,0.6363636363636364
14,7,1,4,6,5,4,7,1,TRUE,51,62eec7fbf90e6d75b70e6e2c,5,314,434,0.70260847,748,0.6363636363636364
140,7,7,7,7,7,7,7,7,FALSE,3,63d1b0363f9bd5a6062dfb1c,7,644,489,0.66251636,463,0.1
140,3,5,2,2,3,1,1,1,FALSE,18,628678ca852c5ee97a800552,2,644,489,0.66251636,463,0.1
140,5,2,1,7,6,4,4,4,TRUE,6,62eec7fbf90e6d75b70e6e2c,5.666666666666667,644,489,0.66251636,463,0.1
140,6,3,5,2,2,5,5,3,FALSE,38,60873d2ab16643e5a08cafd2,3,644,489,0.66251636,463,0.1
140,4,2,1,5,3,1,5,1,FALSE,5,63f78d9a7a3d118594efff74,3,644,489,0.66251636,463,0.1
140,5,7,7,7,6,5,5,6,FALSE,14,615dbec57d764bf5ab0a56e5,6,644,489,0.66251636,463,0.1
140,6,6,6,6,6,4,6,5,FALSE,30,60870dd7e185006f4bc26266,5.333333333333333,644,489,0.66251636,463,0.1
140,3,3,3,4,2,2,4,3,FALSE,29,5eb32b8adc8fc511560fca82,2.6666666666666665,644,489,0.66251636,463,0.1
140,5,1,4,5,5,1,4,1,FALSE,10,63b6c0245a6de54b28e6ef89,3.6666666666666665,644,489,0.66251636,463,0.1
140,6,4,5,6,6,3,5,4,FALSE,20,63ebb22fae90027a0e121582,5,644,489,0.66251636,463,0.1
141,2,2,2,3,2,2,2,2,FALSE,5,60873d2ab16643e5a08cafd2,2.3333333333333335,332,412,0.6668543,475,0
141,6,4,4,6,5,2,4,4,FALSE,30,63ebb22fae90027a0e121582,4.333333333333333,332,412,0.6668543,475,0
141,4,4,3,3,4,2,4,2,FALSE,15,60870dd7e185006f4bc26266,3,332,412,0.6668543,475,0
141,7,5,7,5,5,4,6,1,FALSE,0,63052f20afc39e87110eb83e,4.666666666666667,332,412,0.6668543,475,0
141,6,4,6,6,5,3,5,5,FALSE,20,628e0063fa56e316da2a71cb,4.666666666666667,332,412,0.6668543,475,0
141,7,6,7,7,7,7,7,6,FALSE,74,63d7a6a997f03198526a1941,7,332,412,0.6668543,475,0
141,4,1,1,1,1,1,1,1,FALSE,16,652d5fbe9b9bfde1040a8c4d,1,332,412,0.6668543,475,0
141,4,1,4,3,4,3,3,2,FALSE,30,5df89cab69a117620a70f1ee,3.3333333333333335,332,412,0.6668543,475,0
141,5,7,6,7,6,6,7,6,FALSE,89,62d76c12d098bf4decd10802,6.333333333333333,332,412,0.6668543,475,0
141,3,2,1,1,2,1,1,1,FALSE,1,5fc2c97b862e3e4297a36895,1.3333333333333333,332,412,0.6668543,475,0
141,6,4,5,5,6,4,6,4,FALSE,15,55e5d5fdc70c7a000b2a5bac,5,332,412,0.6668543,475,0
142,5,3,5,4,4,4,5,3,FALSE,30,55e5d5fdc70c7a000b2a5bac,4,1320,1715,0.5212605,668,0.4
142,7,5,7,7,6,5,7,6,FALSE,66,61bb392e40db417c1a138dcb,6,1320,1715,0.5212605,668,0.4
142,7,5,6,4,4,5,6,5,FALSE,70,60870dd7e185006f4bc26266,4.333333333333333,1320,1715,0.5212605,668,0.4
142,5,3,6,5,5,6,5,5,TRUE,42,652761de72f9ecf8f6798f80,5.333333333333333,1320,1715,0.5212605,668,0.4
142,4,4,4,4,5,1,4,3,FALSE,40,650ee2022c307a83ad5ffd5d,3.3333333333333335,1320,1715,0.5212605,668,0.4
142,2,4,2,3,1,1,1,2,FALSE,12,5ed559e5afbd830e2117ed55,1.6666666666666667,1320,1715,0.5212605,668,0.4
142,5,3,2,2,2,3,2,2,FALSE,29,5eb32b8adc8fc511560fca82,2.3333333333333335,1320,1715,0.5212605,668,0.4
142,6,2,6,6,5,6,6,1,TRUE,51,62734ce38db73cd5bd81a36f,5.666666666666667,1320,1715,0.5212605,668,0.4
142,7,1,7,2,2,4,6,1,TRUE,75,62eec7fbf90e6d75b70e6e2c,2.6666666666666665,1320,1715,0.5212605,668,0.4
142,5,4,5,5,5,6,5,3,TRUE,60,651ec39e94e965c024ee25c6,5.333333333333333,1320,1715,0.5212605,668,0.4
143,6,5,5,6,4,5,6,5,FALSE,20,63209d3d38b5c490f3bccd01,5,918,783,0.6094743,393,0.1
143,7,4,6,7,6,7,7,5,FALSE,6,5fa4c21a04bc5912180291bc,6.666666666666667,918,783,0.6094743,393,0.1
143,7,4,7,7,7,5,7,7,FALSE,10,5a3bdd2c8d005a0001829f3e,6.333333333333333,918,783,0.6094743,393,0.1
143,2,2,3,4,4,2,4,3,FALSE,17,5c475608cae0ab000188cb6e,3.3333333333333335,918,783,0.6094743,393,0.1
143,1,1,1,1,2,1,1,1,TRUE,100,5bf368846edd7200017136c7,1.3333333333333333,918,783,0.6094743,393,0.1
143,6,4,3,5,4,2,4,4,FALSE,16,63acbbe336a9ca92853dca4a,3.6666666666666665,918,783,0.6094743,393,0.1
143,3,7,7,6,2,6,1,7,FALSE,76,5c8fa5789eb5720017f03079,4.666666666666667,918,783,0.6094743,393,0.1
143,5,2,3,6,5,5,6,5,FALSE,36,650d919db7601b602ef62749,5.333333333333333,918,783,0.6094743,393,0.1
143,7,5,1,4,2,1,1,1,FALSE,9,55acf681fdf99b3d5b2ab68c,2.3333333333333335,918,783,0.6094743,393,0.1
143,6,3,6,5,5,1,6,1,FALSE,33,62694f79608ed29b7af936b1,3.6666666666666665,918,783,0.6094743,393,0.1
144,3,1,5,3,3,4,2,2,TRUE,60,650d919db7601b602ef62749,3.3333333333333335,3179,6542,0.68968976,251,0.8888888888888888
144,6,1,2,2,2,7,4,1,TRUE,50,633edc50cfae73d4a72ca889,3.6666666666666665,3179,6542,0.68968976,251,0.8888888888888888
144,2,3,1,1,1,1,2,1,TRUE,70,5f2a12f5837dd81e5881b7cc,1,3179,6542,0.68968976,251,0.8888888888888888
144,3,1,1,1,1,1,2,2,TRUE,82,5c8fa5789eb5720017f03079,1,3179,6542,0.68968976,251,0.8888888888888888
144,5,3,5,4,4,3,5,2,TRUE,35,5dec8925be656d35d4005320,3.6666666666666665,3179,6542,0.68968976,251,0.8888888888888888
144,3,2,3,3,2,1,4,2,FALSE,30,5dbddfb8a7b7bc306f4f5daa,2,3179,6542,0.68968976,251,0.8888888888888888
144,5,1,3,1,5,1,5,1,TRUE,65,63ea4609086ed7a4f9ee55a5,2.3333333333333335,3179,6542,0.68968976,251,0.8888888888888888
144,5,5,5,5,5,4,6,5,TRUE,17,63ebd1cd6715f8cbe3405c82,4.666666666666667,3179,6542,0.68968976,251,0.8888888888888888
144,6,4,7,6,6,6,6,6,TRUE,35,59c41e340c5fc800011940f3,6,3179,6542,0.68968976,251,0.8888888888888888
145,7,4,6,6,5,5,6,6,FALSE,60,63ebb22fae90027a0e121582,5.333333333333333,1053,1134,0.7140059,454,0.45454545454545453
145,7,2,7,5,4,1,7,4,FALSE,20,63b6c0245a6de54b28e6ef89,3.3333333333333335,1053,1134,0.7140059,454,0.45454545454545453
