explanation_id,explanatoriness,surprisingness,usefulness,interestingness,cleverness,willingness_to_share,satisfaction,insight,prior_knowledge,belief_average,participant_id,appeal,submissionScore,commentScore,similarity,commentLength,average_knowledge
107,6,3,5,6,5,5,6,4,TRUE,45,5dec8925be656d35d4005320,5.333333333333333,567,279,0.6462655,455,0.3
107,6,4,4,5,1,1,1,4,FALSE,30,5f489766dbc4a2364c0f4f93,2.3333333333333335,567,279,0.6462655,455,0.3
108,3,1,5,2,4,4,3,1,FALSE,16,5ed543442db0060a955d12e1,3.3333333333333335,412,223,0.6405771,127,0
108,6,5,3,4,4,3,4,6,FALSE,17,60feddab2db9528af033d65f,3.6666666666666665,412,223,0.6405771,127,0
108,4,3,2,2,2,2,2,2,FALSE,18,63b0953847122ffebd8a5991,2,412,223,0.6405771,127,0
108,6,1,4,5,5,4,6,2,FALSE,39,60171c9b1a726593103182b3,4.666666666666667,412,223,0.6405771,127,0
108,3,5,4,5,4,3,5,3,FALSE,12,6331b9456956d880a1e4632f,4,412,223,0.6405771,127,0
108,4,5,4,4,4,4,4,3,FALSE,3,64136bf30b27746cb96f7db8,4,412,223,0.6405771,127,0
108,5,1,3,3,4,1,5,1,FALSE,76,5ef246c6d2b9060809858e7e,2.6666666666666665,412,223,0.6405771,127,0
108,7,7,2,7,6,6,7,5,FALSE,8,58a43e029a17120001d910d5,6.333333333333333,412,223,0.6405771,127,0
108,5,5,6,5,5,6,6,5,FALSE,7,63d7fb6ee49281f6c41d6630,5.333333333333333,412,223,0.6405771,127,0
109,4,2,3,4,4,3,3,2,FALSE,38,5e29dc4721a5f20481c70274,3.6666666666666665,494,587,0.5641081,272,0
109,5,1,2,4,4,1,4,4,FALSE,25,63ea4609086ed7a4f9ee55a5,3,494,587,0.5641081,272,0
109,6,5,3,5,3,2,6,4,FALSE,30,5e7908b92d882b4b6d8fa8e1,3.3333333333333335,494,587,0.5641081,272,0
109,6,3,5,5,4,2,5,5,FALSE,40,5dbddfb8a7b7bc306f4f5daa,3.6666666666666665,494,587,0.5641081,272,0
109,7,7,7,7,7,7,7,7,FALSE,6,63d1b0363f9bd5a6062dfb1c,7,494,587,0.5641081,272,0
109,5,5,6,6,4,5,6,6,FALSE,87,57ad04adddc11d00015bb1c3,5,494,587,0.5641081,272,0
109,5,4,5,5,5,5,5,4,FALSE,60,646ff97937530e7cfc34ae2e,5,494,587,0.5641081,272,0
109,4,5,5,6,3,4,5,4,FALSE,24,63474e67a5fd298c6103c409,4.333333333333333,494,587,0.5641081,272,0
109,6,7,6,6,4,6,7,6,FALSE,17,615dbec57d764bf5ab0a56e5,5.333333333333333,494,587,0.5641081,272,0
109,4,2,3,5,5,4,4,5,FALSE,34,63d15e1be853005ff591b935,4.666666666666667,494,587,0.5641081,272,0
11,2,2,2,2,2,2,2,2,FALSE,22,614f9a284f135b4da3329968,2,8776,10034,0.37547132,126,0.45454545454545453
11,5,6,4,4,2,3,3,3,FALSE,24,63868eb7abcf3f247da6f52b,3,8776,10034,0.37547132,126,0.45454545454545453
11,4,6,4,4,4,3,5,3,TRUE,71,651ec39e94e965c024ee25c6,3.6666666666666665,8776,10034,0.37547132,126,0.45454545454545453
11,3,3,4,4,4,4,2,3,TRUE,23,603862f99e00971c55fe0874,4,8776,10034,0.37547132,126,0.45454545454545453
11,5,4,5,3,4,5,5,5,FALSE,31,615ddab1e4f013092538b6c5,4,8776,10034,0.37547132,126,0.45454545454545453
11,5,5,6,6,5,6,6,5,TRUE,74,62d76c12d098bf4decd10802,5.666666666666667,8776,10034,0.37547132,126,0.45454545454545453
11,5,5,5,4,4,5,4,4,FALSE,5,65181c2f753b188afdddd2c4,4.333333333333333,8776,10034,0.37547132,126,0.45454545454545453
11,5,1,4,1,2,1,4,1,TRUE,75,5dbddfb8a7b7bc306f4f5daa,1.3333333333333333,8776,10034,0.37547132,126,0.45454545454545453
11,7,7,6,7,7,4,7,7,FALSE,81,57ad04adddc11d00015bb1c3,6,8776,10034,0.37547132,126,0.45454545454545453
11,5,5,5,6,4,4,5,5,FALSE,39,5842eb2904e7550001a06b14,4.666666666666667,8776,10034,0.37547132,126,0.45454545454545453
11,4,3,4,4,3,4,4,4,TRUE,52,5d88f010859c9e0001810e88,3.6666666666666665,8776,10034,0.37547132,126,0.45454545454545453
110,5,1,2,4,1,2,3,1,TRUE,67,5615777c7ffc8a000a811c61,2.3333333333333335,8233,10121,0.4288,650,0.2727272727272727
110,6,5,5,6,4,5,5,4,FALSE,44,60fdd59c0bf3c63079c26391,5,8233,10121,0.4288,650,0.2727272727272727
110,7,5,6,6,6,6,5,5,FALSE,30,650b03136ab3d4c832d98b71,6,8233,10121,0.4288,650,0.2727272727272727
110,7,7,7,7,7,6,6,3,FALSE,31,55b2d3f2fdf99b525bc839aa,6.666666666666667,8233,10121,0.4288,650,0.2727272727272727
110,6,3,5,6,5,4,5,4,FALSE,10,6331b9456956d880a1e4632f,5,8233,10121,0.4288,650,0.2727272727272727
110,7,1,7,5,4,4,5,4,FALSE,40,65006bec31c35a02228b9998,4.333333333333333,8233,10121,0.4288,650,0.2727272727272727
110,6,3,5,5,5,3,5,3,TRUE,81,62b068bbd9bcb120d812de65,4.333333333333333,8233,10121,0.4288,650,0.2727272727272727
110,2,2,3,1,3,1,1,2,FALSE,14,5ed543442db0060a955d12e1,1.6666666666666667,8233,10121,0.4288,650,0.2727272727272727
110,7,5,3,6,6,5,5,6,FALSE,40,5f5452df72345118f58d187b,5.666666666666667,8233,10121,0.4288,650,0.2727272727272727
110,6,1,6,3,4,1,6,2,TRUE,50,5f2a12f5837dd81e5881b7cc,2.6666666666666665,8233,10121,0.4288,650,0.2727272727272727
110,6,5,6,5,5,6,6,5,FALSE,30,60873d2ab16643e5a08cafd2,5.333333333333333,8233,10121,0.4288,650,0.2727272727272727
111,5,2,4,4,3,4,4,3,TRUE,80,5db4f0b63e33f2000dd54016,3.6666666666666665,1279,1467,0.5747682,256,0.4
111,7,4,7,5,4,7,7,7,FALSE,32,63b9d3abc3ddc61c8c08fd84,5.333333333333333,1279,1467,0.5747682,256,0.4
111,7,6,5,7,5,4,7,5,FALSE,9,628678ca852c5ee97a800552,5.333333333333333,1279,1467,0.5747682,256,0.4
111,1,3,2,3,2,2,2,1,FALSE,32,5ed543442db0060a955d12e1,2.3333333333333335,1279,1467,0.5747682,256,0.4
111,7,1,7,5,5,7,7,1,TRUE,95,62b601e089d3d1134aed066b,5.666666666666667,1279,1467,0.5747682,256,0.4
111,7,2,7,6,5,7,7,5,FALSE,55,627286792f25495f123cc27b,6,1279,1467,0.5747682,256,0.4
111,6,5,5,5,5,4,5,5,FALSE,45,62b068bbd9bcb120d812de65,4.666666666666667,1279,1467,0.5747682,256,0.4
111,7,6,6,7,6,6,7,7,FALSE,12,63e51c6b462cfa8a42eba8b2,6.333333333333333,1279,1467,0.5747682,256,0.4
111,7,1,1,1,2,1,4,1,TRUE,99,63614899ad49a91f1ef09067,1.3333333333333333,1279,1467,0.5747682,256,0.4
111,1,4,3,1,1,1,1,1,TRUE,51,638d3556e70c7bf15705e35b,1,1279,1467,0.5747682,256,0.4
112,4,2,3,4,4,3,4,3,FALSE,2,6444b1e677ebe8b4e2c23abd,3.6666666666666665,536,384,0.718115,850,0
112,5,5,6,7,5,3,5,6,FALSE,45,61bb392e40db417c1a138dcb,5,536,384,0.718115,850,0
112,5,4,5,5,4,3,4,2,FALSE,45,627286792f25495f123cc27b,4,536,384,0.718115,850,0
112,6,6,5,7,5,6,6,7,FALSE,30,59c41e340c5fc800011940f3,6,536,384,0.718115,850,0
112,3,1,2,4,3,1,3,2,FALSE,17,5c475608cae0ab000188cb6e,2.6666666666666665,536,384,0.718115,850,0
112,5,6,6,5,7,5,5,5,FALSE,15,63d1b0363f9bd5a6062dfb1c,5.666666666666667,536,384,0.718115,850,0
112,7,5,7,7,6,7,7,7,FALSE,60,607cbf385d3202721e3f719f,6.666666666666667,536,384,0.718115,850,0
112,5,2,3,2,3,2,3,2,FALSE,30,63209d3d38b5c490f3bccd01,2.3333333333333335,536,384,0.718115,850,0
112,6,3,5,5,5,2,6,5,FALSE,22,63acbbe336a9ca92853dca4a,4,536,384,0.718115,850,0
112,7,4,1,3,2,1,1,1,FALSE,3,629e241d171ec6698e05f149,2,536,384,0.718115,850,0
113,7,3,3,2,1,5,7,1,FALSE,10,6521ab1c4a2ffd6c21a3b662,2.6666666666666665,292,213,0.664717,823,0.5555555555555556
113,4,3,4,5,4,3,5,3,TRUE,38,59894fbbda239a0001fb8e16,4,292,213,0.664717,823,0.5555555555555556
113,7,4,6,7,7,5,7,5,TRUE,45,58a1fe40ea3d11000170d9b9,6.333333333333333,292,213,0.664717,823,0.5555555555555556
113,7,5,6,7,7,6,7,6,FALSE,15,5a947fb0f05361000171b5a3,6.666666666666667,292,213,0.664717,823,0.5555555555555556
113,7,1,2,7,7,4,7,2,TRUE,34,56c113f6eb5b22000d5baa6f,6,292,213,0.664717,823,0.5555555555555556
113,5,2,6,5,5,5,6,4,TRUE,75,650d919db7601b602ef62749,5,292,213,0.664717,823,0.5555555555555556
113,7,3,5,5,3,2,6,2,FALSE,13,55fb250177f33b000ccb212f,3.3333333333333335,292,213,0.664717,823,0.5555555555555556
113,7,4,7,7,7,7,7,7,FALSE,20,5e63e24eaf3bd51660031dbe,7,292,213,0.664717,823,0.5555555555555556
113,6,2,5,5,4,4,5,3,TRUE,61,652ebe78088d0d6d13575da3,4.333333333333333,292,213,0.664717,823,0.5555555555555556
114,6,2,7,6,5,6,5,6,FALSE,50,6400d8fbeba2f9f8eb604b9a,5.666666666666667,2818,2930,0.6630739,493,0.2222222222222222
114,4,4,4,4,5,4,4,3,TRUE,20,6444b1e677ebe8b4e2c23abd,4.333333333333333,2818,2930,0.6630739,493,0.2222222222222222
114,6,1,4,4,1,1,4,1,TRUE,10,62897d2024f826ea90b7efa1,2,2818,2930,0.6630739,493,0.2222222222222222
114,7,5,6,7,6,4,6,5,FALSE,35,60e36e6ecb9f00e7b4dab92e,5.666666666666667,2818,2930,0.6630739,493,0.2222222222222222
114,1,1,1,1,1,1,1,1,FALSE,2,5ccb779b2c4e1f00159333ea,1,2818,2930,0.6630739,493,0.2222222222222222
114,7,2,7,7,4,7,7,5,FALSE,35,574ce0a57fd0ec000db73aa6,6,2818,2930,0.6630739,493,0.2222222222222222
114,5,6,6,5,6,5,5,6,FALSE,30,6029b0e17f3b5d944ab183f1,5.333333333333333,2818,2930,0.6630739,493,0.2222222222222222
114,6,2,1,1,1,1,3,1,FALSE,53,5c4623f40df98d0001edaec8,1,2818,2930,0.6630739,493,0.2222222222222222
114,6,1,3,1,2,1,4,1,FALSE,15,58a43e029a17120001d910d5,1.3333333333333333,2818,2930,0.6630739,493,0.2222222222222222
115,6,5,6,5,5,4,4,5,FALSE,12,5d88db42c1d06e001a1fdcab,4.666666666666667,6596,3904,0.70389223,656,0.1
115,4,3,3,3,3,4,3,2,TRUE,54,651f0d6c26e75447ae818a36,3.3333333333333335,6596,3904,0.70389223,656,0.1
115,6,5,6,6,5,5,5,5,FALSE,10,65181c2f753b188afdddd2c4,5.333333333333333,6596,3904,0.70389223,656,0.1
115,7,5,7,6,6,6,7,7,FALSE,10,631b4849c2daec6a4966605c,6,6596,3904,0.70389223,656,0.1
115,6,6,7,6,6,5,7,6,FALSE,86,614662c1c31697525616534f,5.666666666666667,6596,3904,0.70389223,656,0.1
115,6,2,5,4,4,4,5,2,FALSE,23,628bb31571a8935ee2dbd6f9,4,6596,3904,0.70389223,656,0.1
115,7,3,7,5,5,4,7,5,FALSE,40,61bb392e40db417c1a138dcb,4.666666666666667,6596,3904,0.70389223,656,0.1
115,6,6,7,6,6,1,6,4,FALSE,24,55a29659fdf99b5ff49937d3,4.333333333333333,6596,3904,0.70389223,656,0.1
115,7,4,6,5,5,7,3,3,FALSE,16,5fa4c21a04bc5912180291bc,5.666666666666667,6596,3904,0.70389223,656,0.1
115,7,4,5,6,6,6,6,5,FALSE,22,610247cdbc9b348fd6601cb3,6,6596,3904,0.70389223,656,0.1
116,5,5,4,6,6,3,5,6,FALSE,37,651ab8cd3ecbad9f2062ab57,5,1626,1808,0.6902733,655,0.1
116,7,7,7,7,6,6,7,6,TRUE,60,63f8d1f60a74a7e7fb4febd6,6.333333333333333,1626,1808,0.6902733,655,0.1
116,7,6,7,7,7,7,7,7,FALSE,20,63b9d3abc3ddc61c8c08fd84,7,1626,1808,0.6902733,655,0.1
116,6,4,6,5,5,5,6,4,FALSE,45,63ebb22fae90027a0e121582,5,1626,1808,0.6902733,655,0.1
116,7,5,7,7,4,5,7,4,FALSE,20,6521ab1c4a2ffd6c21a3b662,5.333333333333333,1626,1808,0.6902733,655,0.1
116,7,7,6,7,7,6,7,7,FALSE,16,607cbf385d3202721e3f719f,6.666666666666667,1626,1808,0.6902733,655,0.1
116,7,5,5,6,5,6,7,6,FALSE,15,6175e05636b79082f8d345c5,5.666666666666667,1626,1808,0.6902733,655,0.1
116,6,3,5,6,5,3,6,5,FALSE,15,63acbbe336a9ca92853dca4a,4.666666666666667,1626,1808,0.6902733,655,0.1
116,7,3,7,7,6,7,7,6,FALSE,25,574ce0a57fd0ec000db73aa6,6.666666666666667,1626,1808,0.6902733,655,0.1
116,7,6,7,7,7,7,7,7,FALSE,25,58a43e029a17120001d910d5,7,1626,1808,0.6902733,655,0.1
117,6,3,2,4,4,2,5,1,FALSE,26,55fb250177f33b000ccb212f,3.3333333333333335,631,860,0.6324538,546,0.7
117,7,1,7,4,7,1,4,1,TRUE,72,63921f485b7f7955d18ce694,4,631,860,0.6324538,546,0.7
117,7,1,6,3,5,3,7,1,TRUE,60,5a947fb0f05361000171b5a3,3.6666666666666665,631,860,0.6324538,546,0.7
117,6,2,7,5,4,7,6,1,TRUE,40,60fb383e30537b88f361934e,5.333333333333333,631,860,0.6324538,546,0.7
117,6,1,5,4,2,2,7,2,TRUE,76,5dbddfb8a7b7bc306f4f5daa,2.6666666666666665,631,860,0.6324538,546,0.7
117,6,4,4,3,3,4,4,5,TRUE,61,62b068bbd9bcb120d812de65,3.3333333333333335,631,860,0.6324538,546,0.7
117,6,1,6,5,1,1,5,4,TRUE,92,5b745d7bea73590001e99b25,2.3333333333333335,631,860,0.6324538,546,0.7
117,6,1,5,4,2,1,4,1,TRUE,85,5f489766dbc4a2364c0f4f93,2.3333333333333335,631,860,0.6324538,546,0.7
117,6,1,4,5,5,4,6,5,FALSE,70,5e7908b92d882b4b6d8fa8e1,4.666666666666667,631,860,0.6324538,546,0.7
117,7,2,7,7,7,7,7,7,FALSE,40,60955a048531613c66404fb2,7,631,860,0.6324538,546,0.7
118,3,3,3,3,4,3,3,4,FALSE,21,6294caceabe2535ecd0eaba7,3.3333333333333335,11509,9059,0.56502795,524,0.2727272727272727
118,6,3,7,4,5,4,4,5,TRUE,52,55a9f6a1fdf99b2d81b5295f,4.333333333333333,11509,9059,0.56502795,524,0.2727272727272727
118,6,6,6,7,6,7,7,7,FALSE,22,615dbec57d764bf5ab0a56e5,6.666666666666667,11509,9059,0.56502795,524,0.2727272727272727
118,6,5,6,6,6,7,5,6,FALSE,77,614662c1c31697525616534f,6.333333333333333,11509,9059,0.56502795,524,0.2727272727272727
118,6,1,7,5,5,1,7,4,FALSE,30,5f2a12f5837dd81e5881b7cc,3.6666666666666665,11509,9059,0.56502795,524,0.2727272727272727
118,7,3,2,7,7,7,7,5,FALSE,60,5cbb45b34ab38b001577ab0b,7,11509,9059,0.56502795,524,0.2727272727272727
118,5,5,5,5,5,5,5,4,TRUE,64,616d9ef881036dfbfd63d2f4,5,11509,9059,0.56502795,524,0.2727272727272727
118,5,3,5,4,4,2,4,3,TRUE,72,5e9f3f09ccc75a0c345e4845,3.3333333333333335,11509,9059,0.56502795,524,0.2727272727272727
118,5,4,3,5,4,5,4,4,FALSE,15,611bf5c145247a98f2eb23e1,4.666666666666667,11509,9059,0.56502795,524,0.2727272727272727
118,6,4,6,6,5,5,6,5,FALSE,15,652408b110c19343a504c45a,5.333333333333333,11509,9059,0.56502795,524,0.2727272727272727
118,7,7,7,7,7,7,7,7,FALSE,25,64345edc0fd9813bdd9ef181,7,11509,9059,0.56502795,524,0.2727272727272727
119,5,4,6,3,5,3,4,1,FALSE,35,5c830a66d6a4d0000164097d,3.6666666666666665,535,401,0.73434585,527,0.3
119,5,5,6,4,5,5,5,5,FALSE,20,649b2106b81f8dcf5d163ee5,4.666666666666667,535,401,0.73434585,527,0.3
119,6,5,2,5,4,4,5,5,FALSE,31,62964d27c2b2866faa677493,4.333333333333333,535,401,0.73434585,527,0.3
119,1,2,3,2,4,4,3,4,FALSE,11,5c475608cae0ab000188cb6e,3.3333333333333335,535,401,0.73434585,527,0.3
119,4,4,4,1,4,3,4,1,FALSE,30,63052f20afc39e87110eb83e,2.6666666666666665,535,401,0.73434585,527,0.3
119,4,2,3,3,3,3,2,3,TRUE,34,614f9a284f135b4da3329968,3,535,401,0.73434585,527,0.3
119,7,1,6,7,4,7,7,6,TRUE,100,57ad04adddc11d00015bb1c3,6,535,401,0.73434585,527,0.3
119,4,1,3,1,4,1,1,1,FALSE,10,63ea4609086ed7a4f9ee55a5,2,535,401,0.73434585,527,0.3
119,5,2,3,5,3,3,3,3,TRUE,55,5e29dc4721a5f20481c70274,3.6666666666666665,535,401,0.73434585,527,0.3
119,4,4,4,4,5,4,4,3,FALSE,32,5d29cc8869a747001acdb3c1,4.333333333333333,535,401,0.73434585,527,0.3
12,7,1,4,5,2,4,6,3,TRUE,66,651ab8cd3ecbad9f2062ab57,3.6666666666666665,10074,14539,0.70836633,395,0.2727272727272727
12,7,6,7,7,7,6,6,4,FALSE,50,63d7fb6ee49281f6c41d6630,6.666666666666667,10074,14539,0.70836633,395,0.2727272727272727
12,7,7,7,6,6,6,7,6,FALSE,40,62897d2024f826ea90b7efa1,6,10074,14539,0.70836633,395,0.2727272727272727
12,6,5,6,6,5,6,6,5,FALSE,26,60fdd59c0bf3c63079c26391,5.666666666666667,10074,14539,0.70836633,395,0.2727272727272727
12,4,3,3,4,3,3,4,3,FALSE,19,614f9a284f135b4da3329968,3.3333333333333335,10074,14539,0.70836633,395,0.2727272727272727
12,6,3,5,4,2,6,4,3,TRUE,20,64618c94bd9b28ed7b6472ce,4,10074,14539,0.70836633,395,0.2727272727272727
12,5,5,5,6,5,6,5,6,FALSE,34,6029b0e17f3b5d944ab183f1,5.666666666666667,10074,14539,0.70836633,395,0.2727272727272727
12,6,1,7,5,5,7,7,5,TRUE,68,5ccb779b2c4e1f00159333ea,5.666666666666667,10074,14539,0.70836633,395,0.2727272727272727
12,5,5,5,5,5,5,5,5,FALSE,21,63d1b0363f9bd5a6062dfb1c,5,10074,14539,0.70836633,395,0.2727272727272727
12,7,1,6,7,4,4,6,6,FALSE,60,5dd9f0e719eecb97dfab7b48,5,10074,14539,0.70836633,395,0.2727272727272727
12,7,7,7,7,7,7,7,7,FALSE,67,63d7a6a997f03198526a1941,7,10074,14539,0.70836633,395,0.2727272727272727
120,5,2,5,5,4,3,5,4,TRUE,37,652408b110c19343a504c45a,4,10970,9112,0.66658854,199,0.2
120,7,1,2,4,3,2,5,1,TRUE,95,5c830a66d6a4d0000164097d,3,10970,9112,0.66658854,199,0.2
120,7,7,7,7,7,7,7,7,FALSE,10,63b9d3abc3ddc61c8c08fd84,7,10970,9112,0.66658854,199,0.2
120,1,2,3,3,2,2,2,2,FALSE,30,62964d27c2b2866faa677493,2.3333333333333335,10970,9112,0.66658854,199,0.2
120,7,6,2,6,5,5,7,5,FALSE,25,63e51c6b462cfa8a42eba8b2,5.333333333333333,10970,9112,0.66658854,199,0.2
120,7,3,6,5,4,4,6,4,FALSE,50,5842eb2904e7550001a06b14,4.333333333333333,10970,9112,0.66658854,199,0.2
120,7,4,5,6,5,6,6,5,FALSE,30,610247cdbc9b348fd6601cb3,5.666666666666667,10970,9112,0.66658854,199,0.2
120,6,5,6,5,6,5,5,5,FALSE,10,649b2106b81f8dcf5d163ee5,5.333333333333333,10970,9112,0.66658854,199,0.2
120,6,7,6,7,6,5,6,5,FALSE,49,57ad04adddc11d00015bb1c3,6,10970,9112,0.66658854,199,0.2
120,6,3,5,6,5,1,5,4,FALSE,25,55a29659fdf99b5ff49937d3,4,10970,9112,0.66658854,199,0.2
121,5,2,4,4,2,4,3,3,TRUE,33,60fdd59c0bf3c63079c26391,3.3333333333333335,8198,6447,0.6336781,495,0.09090909090909091
121,7,1,6,6,7,4,6,4,FALSE,15,5c830a66d6a4d0000164097d,5.666666666666667,8198,6447,0.6336781,495,0.09090909090909091
121,4,3,4,4,4,4,5,1,FALSE,29,62694f79608ed29b7af936b1,4,8198,6447,0.6336781,495,0.09090909090909091
121,5,6,5,6,5,5,6,5,FALSE,25,649b2106b81f8dcf5d163ee5,5.333333333333333,8198,6447,0.6336781,495,0.09090909090909091
121,7,1,6,4,4,1,7,2,FALSE,40,5f2a12f5837dd81e5881b7cc,3,8198,6447,0.6336781,495,0.09090909090909091
121,7,5,5,7,6,6,7,7,FALSE,50,5c475608cae0ab000188cb6e,6.333333333333333,8198,6447,0.6336781,495,0.09090909090909091
121,6,1,4,2,4,1,4,1,FALSE,56,5ef246c6d2b9060809858e7e,2.3333333333333335,8198,6447,0.6336781,495,0.09090909090909091
121,5,3,5,5,4,4,5,4,FALSE,20,59894fbbda239a0001fb8e16,4.333333333333333,8198,6447,0.6336781,495,0.09090909090909091
121,6,6,7,7,7,7,7,7,FALSE,61,63d7a6a997f03198526a1941,7,8198,6447,0.6336781,495,0.09090909090909091
121,5,1,1,1,4,1,4,1,FALSE,10,63ea4609086ed7a4f9ee55a5,2,8198,6447,0.6336781,495,0.09090909090909091
121,5,6,5,3,4,5,3,5,FALSE,19,62964d27c2b2866faa677493,4,8198,6447,0.6336781,495,0.09090909090909091
122,3,3,3,3,3,3,3,3,FALSE,10,652408b110c19343a504c45a,3,1587,1885,0.5762564,352,0.2222222222222222
122,6,3,5,5,5,5,6,5,TRUE,60,5f5452df72345118f58d187b,5,1587,1885,0.5762564,352,0.2222222222222222
122,7,4,7,7,4,5,7,6,FALSE,75,5d23460ad4c57900192b129c,5.333333333333333,1587,1885,0.5762564,352,0.2222222222222222
122,5,5,5,5,5,5,5,5,FALSE,5,652761de72f9ecf8f6798f80,5,1587,1885,0.5762564,352,0.2222222222222222
122,4,5,5,5,5,5,5,5,FALSE,24,5d29cc8869a747001acdb3c1,5,1587,1885,0.5762564,352,0.2222222222222222
122,5,2,4,1,2,3,3,1,FALSE,42,65006bec31c35a02228b9998,2,1587,1885,0.5762564,352,0.2222222222222222
122,2,1,1,2,2,1,1,1,TRUE,62,5ed543442db0060a955d12e1,1.6666666666666667,1587,1885,0.5762564,352,0.2222222222222222
122,7,7,7,7,7,5,6,5,FALSE,55,64345edc0fd9813bdd9ef181,6.333333333333333,1587,1885,0.5762564,352,0.2222222222222222
122,4,2,6,4,5,6,5,5,FALSE,48,63474e67a5fd298c6103c409,5,1587,1885,0.5762564,352,0.2222222222222222
123,1,2,1,2,1,2,1,3,TRUE,25,5607080ed7def20012b733c3,1.6666666666666667,14228,14294,0.71598244,185,0.6
123,7,1,6,6,1,4,7,6,TRUE,79,5dd9f0e719eecb97dfab7b48,3.6666666666666665,14228,14294,0.71598244,185,0.6
123,5,2,6,4,3,6,5,4,TRUE,64,615ddab1e4f013092538b6c5,4.333333333333333,14228,14294,0.71598244,185,0.6
123,5,3,5,4,3,5,4,3,FALSE,40,5dd733664524e76dc4537fe2,4,14228,14294,0.71598244,185,0.6
123,5,3,4,5,4,5,4,3,FALSE,14,63d401231ce1adad24d6c9f7,4.666666666666667,14228,14294,0.71598244,185,0.6
123,6,1,6,2,3,4,4,3,TRUE,89,62b068bbd9bcb120d812de65,3,14228,14294,0.71598244,185,0.6
123,4,3,5,3,4,2,4,4,FALSE,40,64136bf30b27746cb96f7db8,3,14228,14294,0.71598244,185,0.6
123,7,1,7,3,2,7,5,2,TRUE,78,603862f99e00971c55fe0874,4,14228,14294,0.71598244,185,0.6
123,2,1,1,2,1,1,1,2,FALSE,26,63d7fb6ee49281f6c41d6630,1.3333333333333333,14228,14294,0.71598244,185,0.6
123,7,1,7,7,1,6,7,4,TRUE,65,6318be45a49442eee3a88cb3,4.666666666666667,14228,14294,0.71598244,185,0.6
124,7,1,6,4,4,1,6,1,FALSE,40,63b6c0245a6de54b28e6ef89,3,8512,6111,0.76516736,370,0.09090909090909091
124,7,2,5,4,1,4,7,2,TRUE,60,63614899ad49a91f1ef09067,3,8512,6111,0.76516736,370,0.09090909090909091
124,1,1,5,3,1,1,3,1,FALSE,62,62b601e089d3d1134aed066b,1.6666666666666667,8512,6111,0.76516736,370,0.09090909090909091
124,5,4,6,5,4,3,5,4,FALSE,12,5669ac845bd4ff0011159b4a,4,8512,6111,0.76516736,370,0.09090909090909091
124,5,2,5,3,5,2,5,5,FALSE,67,63b0953847122ffebd8a5991,3.3333333333333335,8512,6111,0.76516736,370,0.09090909090909091
124,5,4,5,4,6,3,5,5,FALSE,50,61bb392e40db417c1a138dcb,4.333333333333333,8512,6111,0.76516736,370,0.09090909090909091
124,7,4,7,5,5,5,5,5,FALSE,51,63b9d3abc3ddc61c8c08fd84,5,8512,6111,0.76516736,370,0.09090909090909091
124,6,3,6,6,5,5,5,6,FALSE,30,62b5dbad8247bb91a8ba272a,5.333333333333333,8512,6111,0.76516736,370,0.09090909090909091
124,5,3,4,4,3,2,3,3,FALSE,40,5dec8925be656d35d4005320,3,8512,6111,0.76516736,370,0.09090909090909091
124,6,3,5,5,4,6,4,5,FALSE,41,62e9af0ad2d5938d280419ad,5,8512,6111,0.76516736,370,0.09090909090909091
124,6,3,5,6,2,2,5,5,FALSE,65,60e36e6ecb9f00e7b4dab92e,3.3333333333333335,8512,6111,0.76516736,370,0.09090909090909091
125,6,7,6,7,6,6,6,7,FALSE,63,615c65e4fa1c6b2e5a7d0971,6.333333333333333,343,336,0.6196946,659,0.2
125,7,1,2,7,7,3,7,1,TRUE,20,5c830a66d6a4d0000164097d,5.666666666666667,343,336,0.6196946,659,0.2
125,7,3,6,7,5,7,7,4,TRUE,75,5d23460ad4c57900192b129c,6.333333333333333,343,336,0.6196946,659,0.2
125,2,5,1,2,3,1,4,1,FALSE,20,649b2106b81f8dcf5d163ee5,2,343,336,0.6196946,659,0.2
125,5,2,6,5,4,5,5,5,FALSE,5,5ed559e5afbd830e2117ed55,4.666666666666667,343,336,0.6196946,659,0.2
125,6,4,2,5,6,3,6,4,FALSE,5,63f78d9a7a3d118594efff74,4.666666666666667,343,336,0.6196946,659,0.2
125,3,5,5,6,5,5,3,6,FALSE,6,5f5452df72345118f58d187b,5.333333333333333,343,336,0.6196946,659,0.2
125,5,6,3,3,3,6,5,5,FALSE,23,62964d27c2b2866faa677493,4,343,336,0.6196946,659,0.2
125,7,5,6,6,4,6,6,6,FALSE,42,55b2d3f2fdf99b525bc839aa,5.333333333333333,343,336,0.6196946,659,0.2
125,5,6,6,6,7,7,6,6,FALSE,18,63d7fb6ee49281f6c41d6630,6.666666666666667,343,336,0.6196946,659,0.2
126,5,5,5,6,6,4,5,6,FALSE,25,651ab8cd3ecbad9f2062ab57,5.333333333333333,4463,163,0.5102838,281,0.2727272727272727
126,1,7,1,4,5,1,3,4,FALSE,13,62694f79608ed29b7af936b1,3.3333333333333335,4463,163,0.5102838,281,0.2727272727272727
126,5,2,4,4,4,3,4,2,TRUE,55,5dec8925be656d35d4005320,3.6666666666666665,4463,163,0.5102838,281,0.2727272727272727
126,6,4,1,5,5,4,6,4,FALSE,21,63f78d9a7a3d118594efff74,4.666666666666667,4463,163,0.5102838,281,0.2727272727272727
